OrderID|CustomerID|ProductID|StoreID|OrderType|Timestamp|Brand|ItemSize|ProductName|Collection|Price|ClearanceType
Z01T2DT|UY633|50-597-783|#9837|InStore|2020-02-21 16:20:14|Gap|L|Fourth of July Flag Tank, Pre-Mustard Stained|Men's Tops|20.95|FullRetail
Z01T2DT|UY633|45-570-528|#9837|InStore|2020-02-21 16:20:14|Gap|L|That-Hoodie-You'll-Wear-to-Every-Class Sweater|Men's Tops|49.95|FullRetail
Z01T2DT|UY633|52-602-718|#9837|InStore|2020-02-21 16:20:14|Gap|L|My roommate looked good in this Denim Jacket|Denim Shop|30.95|FullRetail
SKZZ3WS|AZ637|65-100-438|#1812|InStore|2020-01-24 21:25:10|Gap|L|N-A-P Logo Branded Sweater|Kids Tops|55.99|Clearance
SKZZ3WS|AZ637|73-142-641|#1812|InStore|2020-01-24 21:25:10|Gap|L|Sunday Church on Zoom Children's Khakis|Kids Tops|48.95|FullRetail
SKZZ3WS|AZ637|47-230-154|#1812|InStore|2020-01-24 21:25:10|Gap|L|SpaceX Branded Socks, by NASA™|Kids Tops|5.99|Clearance
SKZZ3WS|AZ637|57-583-745|#1812|InStore|2020-01-24 21:25:10|Gap|L|Super Skinny Fit with GapFlex Max Jeans|Denim Shop|37.99|Clearance
SKZZ3WS|AZ637|60-444-763|#1812|InStore|2020-01-24 21:25:10|Gap|L|Human Rights (except for the children who make our clothing) Graphic Tee|Kids Tops|16.95|FullRetail
SKZZ3WS|AZ637|36-682-186|#1812|InStore|2020-01-24 21:25:10|Gap|L|Adam Levine Choker|Accessories|11.95|FullRetail
SKZZ3WS|AZ637|64-360-768|#1812|InStore|2020-01-24 21:25:10|Gap|L|Lightly Used Boxer Briefs|Accessories|9.95|FullRetail
SKZZ3WS|AZ637|24-868-681|#1812|InStore|2020-01-24 21:25:10|Gap|L|The Conjuring Graphic Tee Collection|Kids Tops|9.95|FullRetail
SKZZ3WS|AZ637|05-574-428|#1812|InStore|2020-01-24 21:25:10|Gap|L|Hello, World! JavaScript Graphic Tee|Kids Tops|8.99|Clearance
SKZZ3WS|AZ637|66-878-360|#1812|InStore|2020-01-24 21:25:10|Gap|L|Rainbow Collection Camouflage Camisole Top|Women's Tops|6.95|FullRetail
4F1R2ZC|MV481|37-327-246|#5627|InStore|2020-02-10 18:37:42|Banana Republic|S|Father's Day Dark Dress Socks|Accessories|3.95|FullRetail
RZT78Z9|VV641|54-133-899|#9033|StorePickup|2020-01-20 06:25:01|Banana Republic|XS|Wireframe Glasses, Without plastic lenses|Accessories|4.95|FullRetail
RZT78Z9|VV641|93-552-710|#9033|StorePickup|2020-01-20 06:25:01|Banana Republic|XS|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|109.95|FullRetail
RZT78Z9|VV641|00-893-818|#9033|StorePickup|2020-01-20 06:25:01|Banana Republic|XS|Beach Week Linen Button Down, Off-White|Men's Tops|64.95|FullRetail
RZT78Z9|VV641|55-469-816|#9033|StorePickup|2020-01-20 06:25:01|Banana Republic|XS|Let's-Wear-White-After-Labor-Day 3/4 Sleeve Blazer|Women's Tops|109.97|FinalSale
KQ3FT92|CB175|36-682-186|#8425|InStore|2020-01-11 00:32:08|Gap|S|Adam Levine Choker|Accessories|11.95|FullRetail
KQ3FT92|CB175|65-100-438|#8425|InStore|2020-01-11 00:32:08|Gap|S|N-A-P Logo Branded Sweater|Kids Tops|55.95|FullRetail
KQ3FT92|CB175|91-951-829|#8425|InStore|2020-01-11 00:32:08|Gap|S|Wrinkled Gray Sweatpants for Work-From-Home|Men's Bottoms|8.97|FinalSale
30Z849T|HN181|52-602-718|#1812|StorePickup|2020-01-09 01:48:01|Gap|M|My roommate looked good in this Denim Jacket|Denim Shop|30.99|Clearance
Q5505ZZ|UJ620|04-992-436|#9112|HomeDelivery|2020-03-24 14:50:58|Banana Republic|L|Iota Delta Kappa Olive Chinos|Men's Bottoms|39.99|Clearance
9S69F63|FO103|10-561-512|#1812|InStore|2020-01-30 03:22:18|Gap|M|Environmentally Unconcious Jean Shorts|Denim Shop|33.95|FullRetail
9S69F63|FO103|10-113-846|#1812|InStore|2020-01-30 03:22:18|Gap|M|My Wife Borat Graphic Tee|Men's Tops|50.95|FullRetail
9S69F63|FO103|50-500-575|#1812|InStore|2020-01-30 03:22:18|Gap|M|Old inventory we couldn't sell StretchFit Leggings|Women's Bottoms|36.95|FullRetail
WZ7WW54|HM205|54-133-899|#9543|HomeDelivery|2020-01-04 17:32:17|Banana Republic|M|Wireframe Glasses, Without plastic lenses|Accessories|4.97|FinalSale
CD26WS3|PS504|10-561-512|#1812|HomeDelivery|2020-01-26 12:36:42|Gap|L|Environmentally Unconcious Jean Shorts|Denim Shop|33.95|FullRetail
CD26WS3|PS504|26-434-264|#1812|HomeDelivery|2020-01-26 12:36:42|Gap|L|Bootleg Boot Cut |Denim Shop|39.99|Clearance
CD26WS3|PS504|91-951-829|#1812|HomeDelivery|2020-01-26 12:36:42|Gap|L|Wrinkled Gray Sweatpants for Work-From-Home|Men's Bottoms|8.95|FullRetail
CD26WS3|PS504|24-868-681|#1812|HomeDelivery|2020-01-26 12:36:42|Gap|L|The Conjuring Graphic Tee Collection|Kids Tops|9.99|Clearance
CD26WS3|PS504|50-500-575|#1812|HomeDelivery|2020-01-26 12:36:42|Gap|L|Old inventory we couldn't sell StretchFit Leggings|Women's Bottoms|36.97|FinalSale
93K2F10|WN750|43-105-886|#8271|HomeDelivery|2020-02-06 07:44:10|Banana Republic|M|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|9.95|FullRetail
6860342|LH312|77-870-213|#4291|InStore|2020-03-15 14:54:54|Banana Republic|S|White Camisole with Regina George Cutouts|Women's Tops|53.95|FullRetail
7FW57C1|MI318|93-552-710|#6569|HomeDelivery|2020-02-25 23:51:21|Banana Republic|S|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|109.99|Clearance
7FW57C1|MI318|54-133-899|#6569|HomeDelivery|2020-02-25 23:51:21|Banana Republic|S|Wireframe Glasses, Without plastic lenses|Accessories|4.99|Clearance
W18D620|QQ644|29-948-151|#9112|InStore|2020-03-17 20:12:41|Banana Republic|S|Sun.png Summer Collection Sundress|Women's Tops|49.95|FullRetail
W18D620|QQ644|77-870-213|#9112|InStore|2020-03-17 20:12:41|Banana Republic|S|White Camisole with Regina George Cutouts|Women's Tops|53.95|FullRetail
W18D620|QQ644|97-602-297|#9112|InStore|2020-03-17 20:12:41|Banana Republic|S|Tan Suit Jacket for Casual Press Conference|Men's Tops|97.99|Clearance
W18D620|QQ644|31-880-165|#9112|InStore|2020-03-17 20:12:41|Banana Republic|S|Edgar Allen Poe's Snotty Hankerchief|Accessories|6.99|Clearance
SWFS6C5|IN929|77-374-679|#9367|HomeDelivery|2020-03-06 12:38:35|Gap|L|Baby Shoes, Never Worn |Accessories|10.95|FullRetail
SWFS6C5|IN929|75-833-369|#9367|HomeDelivery|2020-03-06 12:38:35|Gap|L|Checkered Cloth Mask with Drinking Straw Hole|Accessories|7.95|FullRetail
25ZWD00|OP863|37-327-246|#5627|HomeDelivery|2020-02-21 23:22:17|Banana Republic|XS|Father's Day Dark Dress Socks|Accessories|3.99|Clearance
R0ZR45Q|TU814|93-552-710|#4291|StorePickup|2020-02-25 02:44:44|Banana Republic|M|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|109.95|FullRetail
R0ZR45Q|TU814|77-870-213|#4291|StorePickup|2020-02-25 02:44:44|Banana Republic|M|White Camisole with Regina George Cutouts|Women's Tops|53.95|FullRetail
R0ZR45Q|TU814|37-327-246|#4291|StorePickup|2020-02-25 02:44:44|Banana Republic|M|Father's Day Dark Dress Socks|Accessories|3.95|FullRetail
3ZFS33F|UJ620|04-992-436|#1047|HomeDelivery|2020-01-09 18:52:02|Banana Republic|L|Iota Delta Kappa Olive Chinos|Men's Bottoms|39.97|FinalSale
3ZFS33F|UJ620|93-552-710|#1047|HomeDelivery|2020-01-09 18:52:02|Banana Republic|L|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|109.95|FullRetail
3ZFS33F|UJ620|97-602-297|#1047|HomeDelivery|2020-01-09 18:52:02|Banana Republic|L|Tan Suit Jacket for Casual Press Conference|Men's Tops|97.95|FullRetail
FFTRD16|MI318|31-880-165|#9033|InStore|2020-03-19 10:09:12|Banana Republic|S|Edgar Allen Poe's Snotty Hankerchief|Accessories|6.95|FullRetail
FFTRD16|MI318|55-469-816|#9033|InStore|2020-03-19 10:09:12|Banana Republic|S|Let's-Wear-White-After-Labor-Day 3/4 Sleeve Blazer|Women's Tops|109.99|Clearance
4K494W2|YB833|54-133-899|#6658|InStore|2020-01-22 12:04:39|Banana Republic|M|Wireframe Glasses, Without plastic lenses|Accessories|4.99|Clearance
24787K0|XM505|82-161-128|#6569|HomeDelivery|2020-01-09 23:34:37|Banana Republic|M|Mullet-Cut Midi Fur Skirt|Women's Bottoms|88.99|Clearance
2W097T9|BH248|00-893-818|#9543|HomeDelivery|2020-02-10 16:45:36|Banana Republic|L|Beach Week Linen Button Down, Off-White|Men's Tops|64.95|FullRetail
F2054R6|WK200|93-552-710|#7038|InStore|2020-03-25 19:29:12|Banana Republic|M|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|109.99|Clearance
F2054R6|WK200|79-411-382|#7038|InStore|2020-03-25 19:29:12|Banana Republic|M|Beautiful Mind Tweed Jacket with Shoulder Pads|Men's Tops|73.99|Clearance
ZSCW522|HZ774|50-500-575|#5101|InStore|2020-03-09 02:25:05|Gap|L|Old inventory we couldn't sell StretchFit Leggings|Women's Bottoms|36.95|FullRetail
ZSCW522|HZ774|36-682-186|#5101|InStore|2020-03-09 02:25:05|Gap|L|Adam Levine Choker|Accessories|11.99|Clearance
F87Z574|AN863|64-654-502|#8271|InStore|2020-02-14 20:38:50|Banana Republic|M|Plain White T's Designer Graphic Tees|Women's Tops|32.95|FullRetail
2S32CF5|TX158|55-469-816|#9543|InStore|2020-03-20 20:05:17|Banana Republic|L|Let's-Wear-White-After-Labor-Day 3/4 Sleeve Blazer|Women's Tops|109.99|Clearance
R990093|WM378|76-558-812|#1047|InStore|2020-03-10 07:54:41|Banana Republic|S|Yes-I-am-Experiencing-Menopause-Thank-You-for-Asking White Linen Chinos|Women's Bottoms|34.95|FullRetail
R990093|WM378|77-870-213|#1047|InStore|2020-03-10 07:54:41|Banana Republic|S|White Camisole with Regina George Cutouts|Women's Tops|53.99|Clearance
36467DC|ZB406|55-469-816|#6658|HomeDelivery|2020-02-15 22:33:11|Banana Republic|L|Let's-Wear-White-After-Labor-Day 3/4 Sleeve Blazer|Women's Tops|109.97|FinalSale
C6T5938|AC361|93-552-710|#4479|HomeDelivery|2020-02-25 23:43:36|Banana Republic|M|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|109.95|FullRetail
Z32K19S|BA713|93-552-710|#9112|HomeDelivery|2020-03-27 17:07:26|Banana Republic|S|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|109.95|FullRetail
Z32K19S|BA713|97-602-297|#9112|HomeDelivery|2020-03-27 17:07:26|Banana Republic|S|Tan Suit Jacket for Casual Press Conference|Men's Tops|97.97|FinalSale
96DSR7T|IR471|93-552-710|#4479|InStore|2020-01-02 00:16:25|Banana Republic|M|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|109.99|Clearance
96DSR7T|IR471|95-782-461|#4479|InStore|2020-01-02 00:16:25|Banana Republic|M|Mr. Peanut-Style Top Hat (#RIP)|Accessories|12.99|Clearance
96DSR7T|IR471|29-948-151|#4479|InStore|2020-01-02 00:16:25|Banana Republic|M|Sun.png Summer Collection Sundress|Women's Tops|49.99|Clearance
96DSR7T|IR471|76-558-812|#4479|InStore|2020-01-02 00:16:25|Banana Republic|M|Yes-I-am-Experiencing-Menopause-Thank-You-for-Asking White Linen Chinos|Women's Bottoms|34.95|FullRetail
5FKR732|LI104|97-602-297|#9543|HomeDelivery|2020-03-14 05:14:30|Banana Republic|M|Tan Suit Jacket for Casual Press Conference|Men's Tops|97.95|FullRetail
596KSD0|UE939|00-893-818|#4291|HomeDelivery|2020-01-30 16:11:21|Banana Republic|XS|Beach Week Linen Button Down, Off-White|Men's Tops|64.99|Clearance
596KSD0|UE939|79-411-382|#4291|HomeDelivery|2020-01-30 16:11:21|Banana Republic|XS|Beautiful Mind Tweed Jacket with Shoulder Pads|Men's Tops|73.95|FullRetail
596KSD0|UE939|97-602-297|#4291|HomeDelivery|2020-01-30 16:11:21|Banana Republic|XS|Tan Suit Jacket for Casual Press Conference|Men's Tops|97.95|FullRetail
596KSD0|UE939|10-966-490|#4291|HomeDelivery|2020-01-30 16:11:21|Banana Republic|XS|Tan Slacks for Serious Press Conference|Men's Bottoms|138.95|FullRetail
596KSD0|UE939|77-870-213|#4291|HomeDelivery|2020-01-30 16:11:21|Banana Republic|XS|White Camisole with Regina George Cutouts|Women's Tops|53.95|FullRetail
D14309Z|ZU634|97-602-297|#6042|HomeDelivery|2020-03-29 04:24:02|Banana Republic|XS|Tan Suit Jacket for Casual Press Conference|Men's Tops|97.99|Clearance
D14309Z|ZU634|37-327-246|#6042|HomeDelivery|2020-03-29 04:24:02|Banana Republic|XS|Father's Day Dark Dress Socks|Accessories|3.99|Clearance
6FF3736|LP205|29-948-151|#9543|HomeDelivery|2020-01-28 03:39:38|Banana Republic|L|Sun.png Summer Collection Sundress|Women's Tops|49.99|Clearance
6FF3736|LP205|55-469-816|#9543|HomeDelivery|2020-01-28 03:39:38|Banana Republic|L|Let's-Wear-White-After-Labor-Day 3/4 Sleeve Blazer|Women's Tops|109.95|FullRetail
K33T40K|UY633|97-602-297|#8271|StorePickup|2020-02-08 16:08:05|Banana Republic|M|Tan Suit Jacket for Casual Press Conference|Men's Tops|97.95|FullRetail
26TFT4Q|AQ876|50-500-575|#1812|InStore|2020-03-03 10:53:17|Gap|M|Old inventory we couldn't sell StretchFit Leggings|Women's Bottoms|36.95|FullRetail
D0W8D66|JW609|82-161-128|#7038|InStore|2020-03-08 22:47:40|Banana Republic|L|Mullet-Cut Midi Fur Skirt|Women's Bottoms|88.95|FullRetail
8583251|UQ318|50-500-575|#8803|HomeDelivery|2020-03-02 09:27:30|Gap|L|Old inventory we couldn't sell StretchFit Leggings|Women's Bottoms|36.99|Clearance
8583251|UQ318|75-833-369|#8803|HomeDelivery|2020-03-02 09:27:30|Gap|L|Checkered Cloth Mask with Drinking Straw Hole|Accessories|7.95|FullRetail
8583251|UQ318|05-574-428|#8803|HomeDelivery|2020-03-02 09:27:30|Gap|L|Hello, World! JavaScript Graphic Tee|Kids Tops|8.99|Clearance
8583251|UQ318|47-230-154|#8803|HomeDelivery|2020-03-02 09:27:30|Gap|L|SpaceX Branded Socks, by NASA™|Kids Tops|5.95|FullRetail
8583251|UQ318|66-878-360|#8803|HomeDelivery|2020-03-02 09:27:30|Gap|L|Rainbow Collection Camouflage Camisole Top|Women's Tops|6.95|FullRetail
QC0WS10|UQ135|64-692-585|#9981|InStore|2020-03-29 14:05:58|Gap|L|Mom-Bought-Me-These Brown Slacks|Kids Bottoms|49.95|FullRetail
4W5F3QS|AX241|08-230-912|#9612|HomeDelivery|2020-02-15 03:46:23|Banana Republic|M|Scratchy Woolen Socks|Accessories|7.95|FullRetail
DCZ4TZC|TA503|97-602-297|#4291|InStore|2020-01-27 22:35:22|Banana Republic|S|Tan Suit Jacket for Casual Press Conference|Men's Tops|97.95|FullRetail
WFK4C6F|DQ229|43-105-886|#9612|InStore|2020-01-11 08:01:38|Banana Republic|L|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|9.95|FullRetail
WFK4C6F|DQ229|95-782-461|#9612|InStore|2020-01-11 08:01:38|Banana Republic|L|Mr. Peanut-Style Top Hat (#RIP)|Accessories|12.99|Clearance
WDWS35K|FO103|54-133-899|#9033|InStore|2020-03-01 16:16:16|Banana Republic|L|Wireframe Glasses, Without plastic lenses|Accessories|4.95|FullRetail
09R9R01|WN529|57-583-745|#9837|InStore|2020-01-16 08:15:13|Gap|XS|Super Skinny Fit with GapFlex Max Jeans|Denim Shop|37.95|FullRetail
09R9R01|WN529|75-833-369|#9837|InStore|2020-01-16 08:15:13|Gap|XS|Checkered Cloth Mask with Drinking Straw Hole|Accessories|7.95|FullRetail
6S7426W|JL857|52-602-718|#7104|InStore|2020-03-15 09:41:10|Gap|M|My roommate looked good in this Denim Jacket|Denim Shop|30.95|FullRetail
6S7426W|JL857|09-875-876|#7104|InStore|2020-03-15 09:41:10|Gap|M|Comfortable Jeans, Exclusive to Size(s): XXXS|Denim Shop|54.95|FullRetail
5Z9ZKRC|UR387|61-852-890|#9112|InStore|2020-03-08 16:23:16|Banana Republic|M|(Marginal) Utility Belt|Accessories|4.95|FullRetail
5Z9ZKRC|UR387|55-469-816|#9112|InStore|2020-03-08 16:23:16|Banana Republic|M|Let's-Wear-White-After-Labor-Day 3/4 Sleeve Blazer|Women's Tops|109.99|Clearance
ZD14SC1|EE272|50-500-575|#9837|InStore|2020-02-04 10:49:26|Gap|M|Old inventory we couldn't sell StretchFit Leggings|Women's Bottoms|36.99|Clearance
1R00D31|SL898|04-992-436|#9543|InStore|2020-01-08 16:50:29|Banana Republic|M|Iota Delta Kappa Olive Chinos|Men's Bottoms|39.99|Clearance
FFT60F6|HZ245|57-583-745|#9981|InStore|2020-01-29 12:33:17|Gap|S|Super Skinny Fit with GapFlex Max Jeans|Denim Shop|37.95|FullRetail
ZKF1FW3|JT193|97-602-297|#6569|InStore|2020-03-08 18:15:07|Banana Republic|L|Tan Suit Jacket for Casual Press Conference|Men's Tops|97.97|FinalSale
863TSD9|PD193|04-992-436|#4479|InStore|2020-03-02 11:02:40|Banana Republic|S|Iota Delta Kappa Olive Chinos|Men's Bottoms|39.95|FullRetail
90SWWK4|HP330|76-558-812|#4291|StorePickup|2020-02-03 10:36:00|Banana Republic|M|Yes-I-am-Experiencing-Menopause-Thank-You-for-Asking White Linen Chinos|Women's Bottoms|34.95|FullRetail
Q51ZW97|TZ837|29-948-151|#9612|HomeDelivery|2020-02-13 16:42:02|Banana Republic|XL|Sun.png Summer Collection Sundress|Women's Tops|49.99|Clearance
R8KS97Z|TU814|04-992-436|#6569|InStore|2020-03-24 01:08:20|Banana Republic|XL|Iota Delta Kappa Olive Chinos|Men's Bottoms|39.95|FullRetail
QTCZ33Z|QL175|37-327-246|#9612|InStore|2020-02-11 17:49:22|Banana Republic|L|Father's Day Dark Dress Socks|Accessories|3.95|FullRetail
QTCZ33Z|QL175|31-880-165|#9612|InStore|2020-02-11 17:49:22|Banana Republic|L|Edgar Allen Poe's Snotty Hankerchief|Accessories|6.99|Clearance
1W87RW5|SH477|73-142-641|#8289|StorePickup|2020-02-23 06:36:07|Gap|L|Sunday Church on Zoom Children's Khakis|Kids Tops|48.95|FullRetail
1W87RW5|SH477|64-692-585|#8289|StorePickup|2020-02-23 06:36:07|Gap|L|Mom-Bought-Me-These Brown Slacks|Kids Bottoms|49.99|Clearance
Z71Z87T|MV481|43-105-886|#8271|InStore|2020-01-10 01:56:39|Banana Republic|L|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|9.95|FullRetail
K9R74C4|WY298|26-434-264|#8289|InStore|2020-01-12 19:16:58|Gap|M|Bootleg Boot Cut |Denim Shop|39.95|FullRetail
50Q31W6|SX159|10-966-490|#6658|InStore|2020-01-12 00:05:20|Banana Republic|M|Tan Slacks for Serious Press Conference|Men's Bottoms|138.97|FinalSale
50Q31W6|SX159|00-893-818|#6658|InStore|2020-01-12 00:05:20|Banana Republic|M|Beach Week Linen Button Down, Off-White|Men's Tops|64.95|FullRetail
0TCZ9QK|KT728|08-230-912|#4479|StorePickup|2020-03-27 05:24:11|Banana Republic|M|Scratchy Woolen Socks|Accessories|7.99|Clearance
QZQDK6Q|XT680|77-870-213|#4291|HomeDelivery|2020-02-27 05:02:00|Banana Republic|S|White Camisole with Regina George Cutouts|Women's Tops|53.95|FullRetail
QZQDK6Q|XT680|82-161-128|#4291|HomeDelivery|2020-02-27 05:02:00|Banana Republic|S|Mullet-Cut Midi Fur Skirt|Women's Bottoms|88.99|Clearance
QZQDK6Q|XT680|08-230-912|#4291|HomeDelivery|2020-02-27 05:02:00|Banana Republic|S|Scratchy Woolen Socks|Accessories|7.95|FullRetail
95FC49Z|VL382|10-113-846|#5101|InStore|2020-03-08 14:26:45|Gap|M|My Wife Borat Graphic Tee|Men's Tops|50.99|Clearance
95FC49Z|VL382|45-570-528|#5101|InStore|2020-03-08 14:26:45|Gap|M|That-Hoodie-You'll-Wear-to-Every-Class Sweater|Men's Tops|49.99|Clearance
95FC49Z|VL382|75-833-369|#5101|InStore|2020-03-08 14:26:45|Gap|M|Checkered Cloth Mask with Drinking Straw Hole|Accessories|7.95|FullRetail
04ZDSZ6|ZK747|93-552-710|#7038|InStore|2020-01-28 14:13:16|Banana Republic|L|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|109.99|Clearance
109S3FT|YX117|76-558-812|#6569|InStore|2020-03-10 02:16:55|Banana Republic|S|Yes-I-am-Experiencing-Menopause-Thank-You-for-Asking White Linen Chinos|Women's Bottoms|34.95|FullRetail
RW3KQ65|ZV584|37-327-246|#4291|HomeDelivery|2020-03-28 00:47:19|Banana Republic|S|Father's Day Dark Dress Socks|Accessories|3.99|Clearance
CZ26WCK|EJ254|05-574-428|#9367|InStore|2020-03-23 00:10:40|Gap|L|Hello, World! JavaScript Graphic Tee|Kids Tops|8.99|Clearance
CZ26WCK|EJ254|47-230-154|#9367|InStore|2020-03-23 00:10:40|Gap|L|SpaceX Branded Socks, by NASA™|Kids Tops|5.95|FullRetail
CZ26WCK|EJ254|52-602-718|#9367|InStore|2020-03-23 00:10:40|Gap|L|My roommate looked good in this Denim Jacket|Denim Shop|30.95|FullRetail
65R0F39|NZ121|00-893-818|#7038|InStore|2020-01-24 09:06:24|Banana Republic|L|Beach Week Linen Button Down, Off-White|Men's Tops|64.95|FullRetail
65R0F39|NZ121|43-105-886|#7038|InStore|2020-01-24 09:06:24|Banana Republic|L|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|9.97|FinalSale
65R0F39|NZ121|55-469-816|#7038|InStore|2020-01-24 09:06:24|Banana Republic|L|Let's-Wear-White-After-Labor-Day 3/4 Sleeve Blazer|Women's Tops|109.99|Clearance
16W5W7Z|ZF384|29-948-151|#9612|InStore|2020-01-04 09:31:40|Banana Republic|L|Sun.png Summer Collection Sundress|Women's Tops|49.95|FullRetail
C87D492|YI481|43-105-886|#9112|InStore|2020-03-15 19:40:03|Banana Republic|S|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|9.95|FullRetail
5RC40FK|BL151|37-327-246|#9033|InStore|2020-03-27 21:45:03|Banana Republic|M|Father's Day Dark Dress Socks|Accessories|3.99|Clearance
5RC40FK|BL151|00-893-818|#9033|InStore|2020-03-27 21:45:03|Banana Republic|M|Beach Week Linen Button Down, Off-White|Men's Tops|64.99|Clearance
557176K|YS839|24-868-681|#9901|InStore|2020-01-21 11:28:49|Gap|M|The Conjuring Graphic Tee Collection|Kids Tops|9.99|Clearance
557176K|YS839|77-374-679|#9901|InStore|2020-01-21 11:28:49|Gap|M|Baby Shoes, Never Worn |Accessories|10.95|FullRetail
557176K|YS839|10-561-512|#9901|InStore|2020-01-21 11:28:49|Gap|M|Environmentally Unconcious Jean Shorts|Denim Shop|33.95|FullRetail
557176K|YS839|75-833-369|#9901|InStore|2020-01-21 11:28:49|Gap|M|Checkered Cloth Mask with Drinking Straw Hole|Accessories|7.95|FullRetail
557176K|YS839|77-682-180|#9901|InStore|2020-01-21 11:28:49|Gap|M|I'm A Potato Graphic Crop Tee|Women's Tops|11.95|FullRetail
557176K|YS839|26-434-264|#9901|InStore|2020-01-21 11:28:49|Gap|M|Bootleg Boot Cut |Denim Shop|39.95|FullRetail
557176K|YS839|43-780-794|#9901|InStore|2020-01-21 11:28:49|Gap|M|Blue Light Blocker Monocle|Accessories|19.95|FullRetail
557176K|YS839|29-761-664|#9901|InStore|2020-01-21 11:28:49|Gap|M|Dishwasher-Safe Jean Shorts|Denim Shop|41.97|FinalSale
KTWF287|YC363|55-469-816|#6042|HomeDelivery|2020-01-20 10:59:29|Banana Republic|XL|Let's-Wear-White-After-Labor-Day 3/4 Sleeve Blazer|Women's Tops|109.95|FullRetail
9DQ2SKR|KC798|54-133-899|#1047|InStore|2020-01-14 02:53:45|Banana Republic|L|Wireframe Glasses, Without plastic lenses|Accessories|4.97|FinalSale
RTZK3DK|IR698|52-602-718|#6802|InStore|2020-02-16 23:04:48|Gap|L|My roommate looked good in this Denim Jacket|Denim Shop|30.95|FullRetail
RTZK3DK|IR698|67-804-387|#6802|InStore|2020-02-16 23:04:48|Gap|L|Pink Polo by Kanye Plain Tee |Men's Tops|46.95|FullRetail
0ZQ8SQF|YC402|10-561-512|#9367|InStore|2020-03-21 05:42:14|Gap|M|Environmentally Unconcious Jean Shorts|Denim Shop|33.99|Clearance
0ZQ8SQF|YC402|77-374-679|#9367|InStore|2020-03-21 05:42:14|Gap|M|Baby Shoes, Never Worn |Accessories|10.97|FinalSale
0ZQ8SQF|YC402|22-487-163|#9367|InStore|2020-03-21 05:42:14|Gap|M|Tobey Maguire Spiderman Graphic Tee|Kids Tops|4.99|Clearance
0ZQ8SQF|YC402|77-682-180|#9367|InStore|2020-03-21 05:42:14|Gap|M|I'm A Potato Graphic Crop Tee|Women's Tops|11.95|FullRetail
SWK7Z90|RA622|10-113-846|#8425|InStore|2020-01-02 09:39:05|Gap|M|My Wife Borat Graphic Tee|Men's Tops|50.95|FullRetail
SWK7Z90|RA622|22-487-163|#8425|InStore|2020-01-02 09:39:05|Gap|M|Tobey Maguire Spiderman Graphic Tee|Kids Tops|4.99|Clearance
SWK7Z90|RA622|91-951-829|#8425|InStore|2020-01-02 09:39:05|Gap|M|Wrinkled Gray Sweatpants for Work-From-Home|Men's Bottoms|8.95|FullRetail
ZSSK4CQ|TA424|50-597-783|#8803|HomeDelivery|2020-01-07 15:01:05|Gap|M|Fourth of July Flag Tank, Pre-Mustard Stained|Men's Tops|20.95|FullRetail
9T6QW3F|EQ402|04-992-436|#4479|InStore|2020-03-11 04:42:19|Banana Republic|M|Iota Delta Kappa Olive Chinos|Men's Bottoms|39.99|Clearance
9T6QW3F|EQ402|76-558-812|#4479|InStore|2020-03-11 04:42:19|Banana Republic|M|Yes-I-am-Experiencing-Menopause-Thank-You-for-Asking White Linen Chinos|Women's Bottoms|34.95|FullRetail
QQRD96C|TW376|60-444-763|#6802|InStore|2020-02-24 13:20:58|Gap|M|Human Rights (except for the children who make our clothing) Graphic Tee|Kids Tops|16.95|FullRetail
QQRD96C|TW376|43-780-794|#6802|InStore|2020-02-24 13:20:58|Gap|M|Blue Light Blocker Monocle|Accessories|19.95|FullRetail
8FR9ZZ6|LS510|91-951-829|#7104|HomeDelivery|2020-01-18 03:38:54|Gap|XL|Wrinkled Gray Sweatpants for Work-From-Home|Men's Bottoms|8.95|FullRetail
8FR9ZZ6|LS510|29-761-664|#7104|HomeDelivery|2020-01-18 03:38:54|Gap|XL|Dishwasher-Safe Jean Shorts|Denim Shop|41.95|FullRetail
8FR9ZZ6|LS510|45-570-528|#7104|HomeDelivery|2020-01-18 03:38:54|Gap|XL|That-Hoodie-You'll-Wear-to-Every-Class Sweater|Men's Tops|49.95|FullRetail
QQ9WZ10|VD902|37-327-246|#4291|InStore|2020-02-14 13:46:54|Banana Republic|XS|Father's Day Dark Dress Socks|Accessories|3.95|FullRetail
