OrderID|ProductID|StoreID|OrderType|Timestamp|Brand|ItemSize|ProductName|Collection|Price|ClearanceType|StoreName|Location
72CTCZZ268|09-206-978|#3201|InStore|2020-02-04 16:12:43|Gap|L|Rainbow Collection Camouflage Camisole Top|Women's Tops|3.95|FullRetail|Fair Oaks Mall|VA
R0S44T25Z9|27-755-390|#1169|HomeDelivery|2020-02-05 02:49:15|Banana Republic|L|Mullet-Cut Midi Fur Skirt|Women's Bottoms|96.95|FullRetail|Fair Oaks Mall|VA
468CKR01S9|17-388-616|#2929|HomeDelivery|2020-03-14 20:30:18|Gap|M|N-A-P Logo Branded Sweater|Kids Tops|37.95|FullRetail|Fashion Centre at Pentagon City|VA
70942Q229Z|03-387-220|#7513|InStore|2020-01-03 22:00:00|Banana Republic|L|Wireframe Glasses, Without plastic lenses|Accessories|3.99|Clearance|Leesburg Premium Outlets|VA
4CFZZDKQ1D|99-791-205|#9729|InStore|2020-03-24 04:17:01|Gap|S|The Conjuring Graphic Tee Collection|Kids Tops|14.97|FinalSale|Tysons Corner Center|VA
4CFZZDKQ1D|66-484-621|#9729|InStore|2020-03-24 04:17:01|Gap|S|My Mom Bought Me These Brown Slacks|Kids Bottoms|9.99|Clearance|Tysons Corner Center|VA
4CFZZDKQ1D|25-641-963|#9729|InStore|2020-03-24 04:17:01|Gap|S|Human Rights (except for the children who make our clothing) Graphic Tee|Kids Tops|9.97|FinalSale|Tysons Corner Center|VA
4CFZZDKQ1D|00-506-740|#9729|InStore|2020-03-24 04:17:01|Gap|S|Tobey Maguire Spiderman Graphic Tee|Kids Tops|4.99|Clearance|Tysons Corner Center|VA
4CFZZDKQ1D|55-124-958|#9729|InStore|2020-03-24 04:17:01|Gap|S|My Wife Borat Graphic Tee|Men's Tops|21.99|Clearance|Tysons Corner Center|VA
4CFZZDKQ1D|14-518-672|#9729|InStore|2020-03-24 04:17:01|Gap|S|Environmentally Unconcious Jean Shorts|Denim Shop|46.95|FullRetail|Tysons Corner Center|VA
4CFZZDKQ1D|60-417-664|#9729|InStore|2020-03-24 04:17:01|Gap|S|That-Hoodie-You'll-Wear-to-Every-Class Sweater|Men's Tops|44.99|Clearance|Tysons Corner Center|VA
4CFZZDKQ1D|36-141-154|#9729|InStore|2020-03-24 04:17:01|Gap|S|Bootleg Boot Cut |Denim Shop|29.95|FullRetail|Tysons Corner Center|VA
4CFZZDKQ1D|33-250-116|#9729|InStore|2020-03-24 04:17:01|Gap|S|Checkered Cloth Mask with Drinking Straw Hole|Accessories|6.95|FullRetail|Tysons Corner Center|VA
4CFZZDKQ1D|33-174-324|#9729|InStore|2020-03-24 04:17:01|Gap|S|Adam Levine Choker|Accessories|6.99|Clearance|Tysons Corner Center|VA
4CFZZDKQ1D|68-962-562|#9729|InStore|2020-03-24 04:17:01|Gap|S|Dishwasher-Safe Jean Shorts|Denim Shop|48.95|FullRetail|Tysons Corner Center|VA
38T59Q2KS8|43-735-707|#2499|InStore|2020-03-07 02:39:12|Gap|L|My roommate looked good in this Denim Jacket|Denim Shop|40.99|Clearance|Charlottesville Fashion Square|VA
38T59Q2KS8|10-770-592|#2499|InStore|2020-03-07 02:39:12|Gap|L|Wrinkled Gray Sweatpants for Work-From-Home|Men's Bottoms|13.95|FullRetail|Charlottesville Fashion Square|VA
5Z9RTCK758|12-543-674|#8806|InStore|2020-02-21 00:19:30|Banana Republic|S|Tan Slacks for Serious Press Conference|Men's Bottoms|120.95|FullRetail|Fashion Centre at Pentagon City|VA
6ZZ6KZ6CCK|00-506-740|#7247|InStore|2020-02-03 16:01:47|Gap|S|Tobey Maguire Spiderman Graphic Tee|Kids Tops|4.95|FullRetail|Leesburg Premium Outlets|VA
6ZZ6KZ6CCK|43-735-707|#7247|InStore|2020-02-03 16:01:47|Gap|S|My roommate looked good in this Denim Jacket|Denim Shop|40.99|Clearance|Leesburg Premium Outlets|VA
6ZZ6KZ6CCK|33-250-116|#7247|InStore|2020-02-03 16:01:47|Gap|S|Checkered Cloth Mask with Drinking Straw Hole|Accessories|6.95|FullRetail|Leesburg Premium Outlets|VA
7T5140CKZ2|43-735-707|#7247|InStore|2020-02-10 22:19:38|Gap|L|My roommate looked good in this Denim Jacket|Denim Shop|40.95|FullRetail|Leesburg Premium Outlets|VA
7T5140CKZ2|00-506-740|#7247|InStore|2020-02-10 22:19:38|Gap|L|Tobey Maguire Spiderman Graphic Tee|Kids Tops|4.95|FullRetail|Leesburg Premium Outlets|VA
7T5140CKZ2|25-641-963|#7247|InStore|2020-02-10 22:19:38|Gap|L|Human Rights (except for the children who make our clothing) Graphic Tee|Kids Tops|9.95|FullRetail|Leesburg Premium Outlets|VA
7T5140CKZ2|66-484-621|#7247|InStore|2020-02-10 22:19:38|Gap|L|My Mom Bought Me These Brown Slacks|Kids Bottoms|9.95|FullRetail|Leesburg Premium Outlets|VA
7T5140CKZ2|05-145-814|#7247|InStore|2020-02-10 22:19:38|Gap|L|Blue Light Blocker Monocle|Accessories|5.95|FullRetail|Leesburg Premium Outlets|VA
7T5140CKZ2|44-819-950|#7247|InStore|2020-02-10 22:19:38|Gap|L|Fourth of July Flag Tank, Pre-Mustard Stained|Men's Tops|10.99|Clearance|Leesburg Premium Outlets|VA
7T5140CKZ2|60-417-664|#7247|InStore|2020-02-10 22:19:38|Gap|L|That-Hoodie-You'll-Wear-to-Every-Class Sweater|Men's Tops|44.95|FullRetail|Leesburg Premium Outlets|VA
WRFT732TRK|66-484-621|#5796|StorePickup|2020-01-31 05:57:11|Gap|XL|My Mom Bought Me These Brown Slacks|Kids Bottoms|9.95|FullRetail|Norfolk Premium Outlets|VA
WRFT732TRK|10-770-592|#5796|StorePickup|2020-01-31 05:57:11|Gap|XL|Wrinkled Gray Sweatpants for Work-From-Home|Men's Bottoms|13.95|FullRetail|Norfolk Premium Outlets|VA
WRFT732TRK|33-250-116|#5796|StorePickup|2020-01-31 05:57:11|Gap|XL|Checkered Cloth Mask with Drinking Straw Hole|Accessories|6.95|FullRetail|Norfolk Premium Outlets|VA
CTQWRFZ93W|50-164-380|#1169|HomeDelivery|2020-01-14 07:40:12|Banana Republic|XL|Tan Suit Jacket for Casual Press Conference|Men's Tops|88.99|Clearance|Fair Oaks Mall|VA
0C8R955525|20-238-232|#4845|InStore|2020-02-27 09:03:38|Gap|XL|Old inventory we couldn't sell StretchFit Leggings|Women's Bottoms|37.97|FinalSale|Potomac Mills|VA
28S92DD2WQ|33-250-116|#3201|StorePickup|2020-01-10 09:46:07|Gap|S|Checkered Cloth Mask with Drinking Straw Hole|Accessories|6.95|FullRetail|Fair Oaks Mall|VA
28S92DD2WQ|66-484-621|#3201|StorePickup|2020-01-10 09:46:07|Gap|S|My Mom Bought Me These Brown Slacks|Kids Bottoms|9.95|FullRetail|Fair Oaks Mall|VA
28S92DD2WQ|00-506-740|#3201|StorePickup|2020-01-10 09:46:07|Gap|S|Tobey Maguire Spiderman Graphic Tee|Kids Tops|4.95|FullRetail|Fair Oaks Mall|VA
RDQR92359S|66-484-621|#5796|HomeDelivery|2020-03-04 08:28:57|Gap|L|My Mom Bought Me These Brown Slacks|Kids Bottoms|9.95|FullRetail|Norfolk Premium Outlets|VA
RDQR92359S|10-770-592|#5796|HomeDelivery|2020-03-04 08:28:57|Gap|L|Wrinkled Gray Sweatpants for Work-From-Home|Men's Bottoms|13.95|FullRetail|Norfolk Premium Outlets|VA
RDQR92359S|44-819-950|#5796|HomeDelivery|2020-03-04 08:28:57|Gap|L|Fourth of July Flag Tank, Pre-Mustard Stained|Men's Tops|10.95|FullRetail|Norfolk Premium Outlets|VA
RDQR92359S|43-735-707|#5796|HomeDelivery|2020-03-04 08:28:57|Gap|L|My roommate looked good in this Denim Jacket|Denim Shop|40.99|Clearance|Norfolk Premium Outlets|VA
RDQR92359S|33-250-116|#5796|HomeDelivery|2020-03-04 08:28:57|Gap|L|Checkered Cloth Mask with Drinking Straw Hole|Accessories|6.95|FullRetail|Norfolk Premium Outlets|VA
RDQR92359S|39-135-100|#5796|HomeDelivery|2020-03-04 08:28:57|Gap|L|Lightly Used Boxer Briefs|Accessories|6.95|FullRetail|Norfolk Premium Outlets|VA
S66QF72C9Z|43-735-707|#5192|InStore|2020-02-25 18:47:54|Gap|M|My roommate looked good in this Denim Jacket|Denim Shop|40.99|Clearance|Williamsburg Premium Outlets|VA
S66QF72C9Z|88-679-780|#5192|InStore|2020-02-25 18:47:54|Gap|M|I'm A Potato Graphic Crop Tee|Women's Tops|7.99|Clearance|Williamsburg Premium Outlets|VA
S66QF72C9Z|60-417-664|#5192|InStore|2020-02-25 18:47:54|Gap|M|That-Hoodie-You'll-Wear-to-Every-Class Sweater|Men's Tops|44.95|FullRetail|Williamsburg Premium Outlets|VA
WFZZKW3D0Z|99-475-149|#5051|InStore|2020-02-06 20:33:46|Banana Republic|M|Yes, I am Experiencing Menopause Thank You for Asking White Linen Chinos|Women's Bottoms|56.95|FullRetail|Potomac Mills|VA
WFZZKW3D0Z|15-679-264|#5051|InStore|2020-02-06 20:33:46|Banana Republic|M|White Camisole with Regina George Cutouts|Women's Tops|50.99|Clearance|Potomac Mills|VA
WFZZKW3D0Z|55-274-850|#5051|InStore|2020-02-06 20:33:46|Banana Republic|M|Iota Delta Kappa Olive Chinos|Men's Bottoms|44.95|FullRetail|Potomac Mills|VA
CRZTT770KQ|69-329-471|#5051|HomeDelivery|2020-02-27 22:49:20|Banana Republic|M|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|179.99|Clearance|Potomac Mills|VA
CRZTT770KQ|27-254-250|#5051|HomeDelivery|2020-02-27 22:49:20|Banana Republic|M|Sun.png Summer Collection Sundress|Women's Tops|45.95|FullRetail|Potomac Mills|VA
CRZTT770KQ|99-475-149|#5051|HomeDelivery|2020-02-27 22:49:20|Banana Republic|M|Yes, I am Experiencing Menopause Thank You for Asking White Linen Chinos|Women's Bottoms|56.95|FullRetail|Potomac Mills|VA
35C1ZFDZ0F|56-680-355|#5051|StorePickup|2020-03-16 12:50:17|Banana Republic|M|Beach Week Linen Button Down, Off-White|Men's Tops|39.95|FullRetail|Potomac Mills|VA
8S5CZZ4DQR|73-839-177|#4678|HomeDelivery|2020-01-28 12:15:15|Gap|M|SpaceX Branded Socks, by NASA™|Kids Tops|4.95|FullRetail|Dulles Town Center|VA
24TQ6T0TR0|12-543-674|#8806|HomeDelivery|2020-02-19 03:29:34|Banana Republic|XL|Tan Slacks for Serious Press Conference|Men's Bottoms|120.95|FullRetail|Fashion Centre at Pentagon City|VA
9ZW4R42798|69-329-471|#8790|HomeDelivery|2020-02-15 09:35:43|Banana Republic|S|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|179.95|FullRetail|Williamsburg Premium Outlets|VA
9ZW4R42798|39-464-697|#8790|HomeDelivery|2020-02-15 09:35:43|Banana Republic|S|Father's Day Dark Dress Socks|Accessories|3.99|Clearance|Williamsburg Premium Outlets|VA
TSZ7ZS3S0Z|33-174-324|#7247|InStore|2020-02-09 12:32:05|Gap|M|Adam Levine Choker|Accessories|6.95|FullRetail|Leesburg Premium Outlets|VA
R58SRF2ZQR|50-164-380|#8586|HomeDelivery|2020-01-26 02:22:11|Banana Republic|S|Tan Suit Jacket for Casual Press Conference|Men's Tops|88.99|Clearance|MacArthur Center|VA
ZK7R40549Q|50-164-380|#8258|InStore|2020-03-26 13:13:25|Banana Republic|M|Tan Suit Jacket for Casual Press Conference|Men's Tops|88.97|FinalSale|Barracks Road Shopping Center|VA
ZK7R40549Q|55-274-850|#8258|InStore|2020-03-26 13:13:25|Banana Republic|M|Iota Delta Kappa Olive Chinos|Men's Bottoms|44.99|Clearance|Barracks Road Shopping Center|VA
ZK7R40549Q|03-387-220|#8258|InStore|2020-03-26 13:13:25|Banana Republic|M|Wireframe Glasses, Without plastic lenses|Accessories|3.97|FinalSale|Barracks Road Shopping Center|VA
ZK7R40549Q|39-464-697|#8258|InStore|2020-03-26 13:13:25|Banana Republic|M|Father's Day Dark Dress Socks|Accessories|3.95|FullRetail|Barracks Road Shopping Center|VA
K62ZR328S2|17-388-616|#6275|InStore|2020-01-26 11:13:17|Gap|M|N-A-P Logo Branded Sweater|Kids Tops|37.97|FinalSale|Short Pump Town Center|VA
RK5985K7K2|33-174-324|#4845|StorePickup|2020-03-08 01:58:31|Gap|S|Adam Levine Choker|Accessories|6.99|Clearance|Potomac Mills|VA
RTDQ32Z1ZQ|03-387-220|#4751|InStore|2020-01-24 20:08:31|Banana Republic|S|Wireframe Glasses, Without plastic lenses|Accessories|3.99|Clearance|Short Pump Town Center|VA
R157DWWDW7|09-206-978|#2499|HomeDelivery|2020-03-10 12:45:34|Gap|XL|Rainbow Collection Camouflage Camisole Top|Women's Tops|3.97|FinalSale|Charlottesville Fashion Square|VA
R157DWWDW7|25-641-963|#2499|HomeDelivery|2020-03-10 12:45:34|Gap|XL|Human Rights (except for the children who make our clothing) Graphic Tee|Kids Tops|9.95|FullRetail|Charlottesville Fashion Square|VA
R157DWWDW7|16-480-664|#2499|HomeDelivery|2020-03-10 12:45:34|Gap|XL|Hello, World! JavaScript Graphic Tee|Kids Tops|7.95|FullRetail|Charlottesville Fashion Square|VA
2158ZR8979|43-735-707|#2499|InStore|2020-03-25 02:04:17|Gap|XL|My roommate looked good in this Denim Jacket|Denim Shop|40.95|FullRetail|Charlottesville Fashion Square|VA
ZR35Q76Z3Z|82-861-471|#4678|InStore|2020-02-28 21:43:39|Gap|S|Comfortable Jeans, Exclusive to Size(s): XXXS|Denim Shop|42.95|FullRetail|Dulles Town Center|VA
ZR35Q76Z3Z|43-735-707|#4678|InStore|2020-02-28 21:43:39|Gap|S|My roommate looked good in this Denim Jacket|Denim Shop|40.95|FullRetail|Dulles Town Center|VA
ZR35Q76Z3Z|68-962-562|#4678|InStore|2020-02-28 21:43:39|Gap|S|Dishwasher-Safe Jean Shorts|Denim Shop|48.95|FullRetail|Dulles Town Center|VA
948TW0QWQ4|00-506-740|#2929|InStore|2020-01-06 03:25:40|Gap|XS|Tobey Maguire Spiderman Graphic Tee|Kids Tops|4.99|Clearance|Fashion Centre at Pentagon City|VA
9KF7991TR9|84-978-915|#8258|InStore|2020-01-06 17:36:05|Banana Republic|M|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|4.95|FullRetail|Barracks Road Shopping Center|VA
9KF7991TR9|39-464-697|#8258|InStore|2020-01-06 17:36:05|Banana Republic|M|Father's Day Dark Dress Socks|Accessories|3.97|FinalSale|Barracks Road Shopping Center|VA
9KF7991TR9|41-799-931|#8258|InStore|2020-01-06 17:36:05|Banana Republic|M|(Marginal) Utility Belt|Accessories|14.99|Clearance|Barracks Road Shopping Center|VA
163Z8KQS14|27-755-390|#8790|HomeDelivery|2020-01-11 08:02:10|Banana Republic|M|Mullet-Cut Midi Fur Skirt|Women's Bottoms|96.95|FullRetail|Williamsburg Premium Outlets|VA
163Z8KQS14|56-680-355|#8790|HomeDelivery|2020-01-11 08:02:10|Banana Republic|M|Beach Week Linen Button Down, Off-White|Men's Tops|39.95|FullRetail|Williamsburg Premium Outlets|VA
4482K278D6|39-464-697|#8806|HomeDelivery|2020-01-02 18:33:58|Banana Republic|S|Father's Day Dark Dress Socks|Accessories|3.95|FullRetail|Fashion Centre at Pentagon City|VA
856D432W6C|12-937-144|#8258|HomeDelivery|2020-01-03 19:31:45|Banana Republic|M|Scratchy Woolen Socks|Accessories|9.99|Clearance|Barracks Road Shopping Center|VA
KC116C8Z64|73-839-177|#2929|InStore|2020-03-17 21:36:13|Gap|XL|SpaceX Branded Socks, by NASA™|Kids Tops|4.99|Clearance|Fashion Centre at Pentagon City|VA
3650ZKQ5QF|39-464-697|#1169|HomeDelivery|2020-02-20 19:56:43|Banana Republic|L|Father's Day Dark Dress Socks|Accessories|3.95|FullRetail|Fair Oaks Mall|VA
3650ZKQ5QF|27-755-390|#1169|HomeDelivery|2020-02-20 19:56:43|Banana Republic|L|Mullet-Cut Midi Fur Skirt|Women's Bottoms|96.95|FullRetail|Fair Oaks Mall|VA
T7T0F0D4S5|69-329-471|#8258|InStore|2020-02-24 11:37:13|Banana Republic|S|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|179.97|FinalSale|Barracks Road Shopping Center|VA
WZ2R0QDQ2S|12-543-674|#5839|InStore|2020-01-13 18:55:11|Banana Republic|M|Tan Slacks for Serious Press Conference|Men's Bottoms|120.95|FullRetail|Stony Point Fashion Park|VA
WZ2R0QDQ2S|99-475-149|#5839|InStore|2020-01-13 18:55:11|Banana Republic|M|Yes, I am Experiencing Menopause Thank You for Asking White Linen Chinos|Women's Bottoms|56.95|FullRetail|Stony Point Fashion Park|VA
TZQ6FSQQ64|68-962-562|#4678|InStore|2020-02-24 07:57:08|Gap|M|Dishwasher-Safe Jean Shorts|Denim Shop|48.99|Clearance|Dulles Town Center|VA
TZQ6FSQQ64|44-819-950|#4678|InStore|2020-02-24 07:57:08|Gap|M|Fourth of July Flag Tank, Pre-Mustard Stained|Men's Tops|10.95|FullRetail|Dulles Town Center|VA
5QZ6S98W60|50-164-380|#4751|HomeDelivery|2020-02-20 13:18:45|Banana Republic|XS|Tan Suit Jacket for Casual Press Conference|Men's Tops|88.95|FullRetail|Short Pump Town Center|VA
Z7251W9KWZ|36-141-154|#4845|InStore|2020-03-14 02:12:02|Gap|S|Bootleg Boot Cut |Denim Shop|29.95|FullRetail|Potomac Mills|VA
6KQ46T26ZW|55-274-850|#9789|HomeDelivery|2020-02-28 14:11:00|Banana Republic|L|Iota Delta Kappa Olive Chinos|Men's Bottoms|44.95|FullRetail|Norfolk Premium Outlets|VA
9RK195ZC6R|96-566-125|#5051|InStore|2020-03-24 03:35:19|Banana Republic|XS|Edgar Allen Poe's Snotty Hankerchief|Accessories|6.95|FullRetail|Potomac Mills|VA
01F1D19W11|12-543-674|#9789|InStore|2020-02-06 23:10:16|Banana Republic|L|Tan Slacks for Serious Press Conference|Men's Bottoms|120.99|Clearance|Norfolk Premium Outlets|VA
61W5Q6WCZZ|44-617-559|#8258|InStore|2020-03-09 12:28:27|Banana Republic|M|Let's-Wear-White-After-Labor-Day 3/4 Sleeve Blazer|Women's Tops|119.99|Clearance|Barracks Road Shopping Center|VA
K3ZZ4KTZ69|27-254-250|#1169|HomeDelivery|2020-03-26 04:00:41|Banana Republic|M|Sun.png Summer Collection Sundress|Women's Tops|45.97|FinalSale|Fair Oaks Mall|VA
K3ZZ4KTZ69|03-387-220|#1169|HomeDelivery|2020-03-26 04:00:41|Banana Republic|M|Wireframe Glasses, Without plastic lenses|Accessories|3.99|Clearance|Fair Oaks Mall|VA
34Q23RW2T5|99-791-205|#2499|InStore|2020-03-12 08:32:13|Gap|M|The Conjuring Graphic Tee Collection|Kids Tops|14.99|Clearance|Charlottesville Fashion Square|VA
34Q23RW2T5|20-238-232|#2499|InStore|2020-03-12 08:32:13|Gap|M|Old inventory we couldn't sell StretchFit Leggings|Women's Bottoms|37.97|FinalSale|Charlottesville Fashion Square|VA
3F7Z51DSZ0|27-755-390|#8586|InStore|2020-02-07 15:27:43|Banana Republic|XL|Mullet-Cut Midi Fur Skirt|Women's Bottoms|96.99|Clearance|MacArthur Center|VA
RW1DRQ5QQT|43-735-707|#4845|InStore|2020-01-06 00:34:44|Gap|M|My roommate looked good in this Denim Jacket|Denim Shop|40.97|FinalSale|Potomac Mills|VA
RW1DRQ5QQT|68-962-562|#4845|InStore|2020-01-06 00:34:44|Gap|M|Dishwasher-Safe Jean Shorts|Denim Shop|48.99|Clearance|Potomac Mills|VA
RW4Z2Q1S6F|99-791-205|#2499|HomeDelivery|2020-03-30 00:12:01|Gap|XL|The Conjuring Graphic Tee Collection|Kids Tops|14.95|FullRetail|Charlottesville Fashion Square|VA
RW4Z2Q1S6F|39-135-100|#2499|HomeDelivery|2020-03-30 00:12:01|Gap|XL|Lightly Used Boxer Briefs|Accessories|6.97|FinalSale|Charlottesville Fashion Square|VA
RW4Z2Q1S6F|60-417-664|#2499|HomeDelivery|2020-03-30 00:12:01|Gap|XL|That-Hoodie-You'll-Wear-to-Every-Class Sweater|Men's Tops|44.99|Clearance|Charlottesville Fashion Square|VA
RW4Z2Q1S6F|00-506-740|#2499|HomeDelivery|2020-03-30 00:12:01|Gap|XL|Tobey Maguire Spiderman Graphic Tee|Kids Tops|4.95|FullRetail|Charlottesville Fashion Square|VA
RW4Z2Q1S6F|44-819-950|#2499|HomeDelivery|2020-03-30 00:12:01|Gap|XL|Fourth of July Flag Tank, Pre-Mustard Stained|Men's Tops|10.95|FullRetail|Charlottesville Fashion Square|VA
RW4Z2Q1S6F|25-641-963|#2499|HomeDelivery|2020-03-30 00:12:01|Gap|XL|Human Rights (except for the children who make our clothing) Graphic Tee|Kids Tops|9.95|FullRetail|Charlottesville Fashion Square|VA
RW4Z2Q1S6F|17-388-616|#2499|HomeDelivery|2020-03-30 00:12:01|Gap|XL|N-A-P Logo Branded Sweater|Kids Tops|37.99|Clearance|Charlottesville Fashion Square|VA
76ZZR171KD|17-388-616|#6275|InStore|2020-01-04 18:39:54|Gap|M|N-A-P Logo Branded Sweater|Kids Tops|37.99|Clearance|Short Pump Town Center|VA
76ZZR171KD|36-141-154|#6275|InStore|2020-01-04 18:39:54|Gap|M|Bootleg Boot Cut |Denim Shop|29.95|FullRetail|Short Pump Town Center|VA
76ZZR171KD|66-484-621|#6275|InStore|2020-01-04 18:39:54|Gap|M|My Mom Bought Me These Brown Slacks|Kids Bottoms|9.95|FullRetail|Short Pump Town Center|VA
76ZZR171KD|33-250-116|#6275|InStore|2020-01-04 18:39:54|Gap|M|Checkered Cloth Mask with Drinking Straw Hole|Accessories|6.99|Clearance|Short Pump Town Center|VA
KTSC6ZZ4FC|10-770-592|#2929|InStore|2020-02-22 19:22:43|Gap|XL|Wrinkled Gray Sweatpants for Work-From-Home|Men's Bottoms|13.97|FinalSale|Fashion Centre at Pentagon City|VA
KTSC6ZZ4FC|85-968-340|#2929|InStore|2020-02-22 19:22:43|Gap|XL|Super Skinny Fit with GapFlex Max Jeans|Denim Shop|35.95|FullRetail|Fashion Centre at Pentagon City|VA
RZSKSW12Z0|27-755-390|#7513|InStore|2020-03-22 00:50:24|Banana Republic|M|Mullet-Cut Midi Fur Skirt|Women's Bottoms|96.95|FullRetail|Leesburg Premium Outlets|VA
ST23Z34QZZ|03-387-220|#7189|HomeDelivery|2020-01-25 09:15:20|Banana Republic|L|Wireframe Glasses, Without plastic lenses|Accessories|3.99|Clearance|Dulles Town Center|VA
Z3TKRQDWKS|99-475-149|#7189|InStore|2020-03-09 09:53:50|Banana Republic|S|Yes, I am Experiencing Menopause Thank You for Asking White Linen Chinos|Women's Bottoms|56.95|FullRetail|Dulles Town Center|VA
5S0CCFZF14|85-968-340|#6275|InStore|2020-02-06 14:20:01|Gap|XS|Super Skinny Fit with GapFlex Max Jeans|Denim Shop|35.95|FullRetail|Short Pump Town Center|VA
5S0CCFZF14|55-124-958|#6275|InStore|2020-02-06 14:20:01|Gap|XS|My Wife Borat Graphic Tee|Men's Tops|21.95|FullRetail|Short Pump Town Center|VA
2CF4171715|44-819-950|#9729|InStore|2020-02-17 21:07:54|Gap|L|Fourth of July Flag Tank, Pre-Mustard Stained|Men's Tops|10.99|Clearance|Tysons Corner Center|VA
2CF4171715|88-679-780|#9729|InStore|2020-02-17 21:07:54|Gap|L|I'm A Potato Graphic Crop Tee|Women's Tops|7.95|FullRetail|Tysons Corner Center|VA
QQ04Z90D5Q|03-907-165|#5796|InStore|2020-03-01 05:33:50|Gap|M|Sunday Church on Zoom Children's Khakis|Kids Tops|42.95|FullRetail|Norfolk Premium Outlets|VA
WQSZK2Z1QS|16-480-664|#2499|InStore|2020-02-02 21:48:18|Gap|XL|Hello, World! JavaScript Graphic Tee|Kids Tops|7.99|Clearance|Charlottesville Fashion Square|VA
WQSZK2Z1QS|99-791-205|#2499|InStore|2020-02-02 21:48:18|Gap|XL|The Conjuring Graphic Tee Collection|Kids Tops|14.95|FullRetail|Charlottesville Fashion Square|VA
0F3WWS9WK1|25-641-963|#2929|InStore|2020-01-10 11:59:55|Gap|L|Human Rights (except for the children who make our clothing) Graphic Tee|Kids Tops|9.95|FullRetail|Fashion Centre at Pentagon City|VA
W44Q96T1R0|99-791-205|#4845|InStore|2020-02-05 20:10:01|Gap|XS|The Conjuring Graphic Tee Collection|Kids Tops|14.99|Clearance|Potomac Mills|VA
96W14SF32Q|69-329-471|#9789|InStore|2020-03-24 02:24:47|Banana Republic|M|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|179.95|FullRetail|Norfolk Premium Outlets|VA
3266D3190D|37-353-535|#6501|HomeDelivery|2020-01-05 13:41:51|Banana Republic|S|Plain White T's Designer Graphic Tees|Women's Tops|44.95|FullRetail|Tysons Corner Center|VA
3266D3190D|39-464-697|#6501|HomeDelivery|2020-01-05 13:41:51|Banana Republic|S|Father's Day Dark Dress Socks|Accessories|3.95|FullRetail|Tysons Corner Center|VA
TSD8364QF2|27-254-250|#4174|HomeDelivery|2020-01-21 02:09:02|Banana Republic|L|Sun.png Summer Collection Sundress|Women's Tops|45.99|Clearance|Reston Town Center|VA
TSD8364QF2|79-561-851|#4174|HomeDelivery|2020-01-21 02:09:02|Banana Republic|L|Mr. Peanut-Style Top Hat (#RIP)|Accessories|4.99|Clearance|Reston Town Center|VA
4Z7DC9W6R3|66-484-621|#2499|HomeDelivery|2020-02-21 03:43:29|Gap|M|My Mom Bought Me These Brown Slacks|Kids Bottoms|9.95|FullRetail|Charlottesville Fashion Square|VA
4Z7DC9W6R3|68-962-562|#2499|HomeDelivery|2020-02-21 03:43:29|Gap|M|Dishwasher-Safe Jean Shorts|Denim Shop|48.97|FinalSale|Charlottesville Fashion Square|VA
DS0T75R67F|17-388-616|#5796|InStore|2020-03-01 21:49:19|Gap|XS|N-A-P Logo Branded Sweater|Kids Tops|37.95|FullRetail|Norfolk Premium Outlets|VA
ZFF7SRQWF3|12-543-674|#6501|InStore|2020-02-27 20:54:27|Banana Republic|S|Tan Slacks for Serious Press Conference|Men's Bottoms|120.97|FinalSale|Tysons Corner Center|VA
F20634Z681|33-250-116|#5192|InStore|2020-03-30 19:25:47|Gap|M|Checkered Cloth Mask with Drinking Straw Hole|Accessories|6.95|FullRetail|Williamsburg Premium Outlets|VA
F20634Z681|68-962-562|#5192|InStore|2020-03-30 19:25:47|Gap|M|Dishwasher-Safe Jean Shorts|Denim Shop|48.97|FinalSale|Williamsburg Premium Outlets|VA
F20634Z681|10-770-592|#5192|InStore|2020-03-30 19:25:47|Gap|M|Wrinkled Gray Sweatpants for Work-From-Home|Men's Bottoms|13.97|FinalSale|Williamsburg Premium Outlets|VA
F20634Z681|09-206-978|#5192|InStore|2020-03-30 19:25:47|Gap|M|Rainbow Collection Camouflage Camisole Top|Women's Tops|3.95|FullRetail|Williamsburg Premium Outlets|VA
F20634Z681|85-968-340|#5192|InStore|2020-03-30 19:25:47|Gap|M|Super Skinny Fit with GapFlex Max Jeans|Denim Shop|35.95|FullRetail|Williamsburg Premium Outlets|VA
0QQZ71111K|14-518-672|#2929|InStore|2020-01-30 01:46:50|Gap|XS|Environmentally Unconcious Jean Shorts|Denim Shop|46.95|FullRetail|Fashion Centre at Pentagon City|VA
4SW5RCTW4Z|50-164-380|#5839|HomeDelivery|2020-01-05 11:57:34|Banana Republic|L|Tan Suit Jacket for Casual Press Conference|Men's Tops|88.95|FullRetail|Stony Point Fashion Park|VA
4SW5RCTW4Z|84-978-915|#5839|HomeDelivery|2020-01-05 11:57:34|Banana Republic|L|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|4.99|Clearance|Stony Point Fashion Park|VA
