OrderID|CustomerID|ProductID|StoreID|OrderType|Timestamp|Brand|ItemSize|ProductName|Collection|Price|ClearanceType|StoreName|Location
10T7F15|JV104|52-602-718|#8803|InStore|2020-01-16 16:56:32|Gap|L|My roommate looked good in this Denim Jacket|Denim Shop|30.97|FinalSale|Stony Point Fashion Park|VA
10T7F15|JV104|65-100-438|#8803|InStore|2020-01-16 16:56:32|Gap|L|N-A-P Logo Branded Sweater|Kids Tops|55.95|FullRetail|Stony Point Fashion Park|VA
10T7F15|JV104|29-761-664|#8803|InStore|2020-01-16 16:56:32|Gap|L|Dishwasher-Safe Jean Shorts|Denim Shop|41.99|Clearance|Stony Point Fashion Park|VA
10T7F15|JV104|73-142-641|#8803|InStore|2020-01-16 16:56:32|Gap|L|Sunday Church on Zoom Children's Khakis|Kids Tops|48.97|FinalSale|Stony Point Fashion Park|VA
671Q8Q3|XS706|43-105-886|#4479|InStore|2020-03-28 15:39:28|Banana Republic|M|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|9.99|Clearance|Williamsburg Premium Outlets|VA
Z8426DR|DP531|54-133-899|#5627|InStore|2020-01-09 22:23:42|Banana Republic|L|Wireframe Glasses, Without plastic lenses|Accessories|4.99|Clearance|Short Pump Town Center|VA
D9TS0FC|LD241|10-966-490|#9033|InStore|2020-03-29 17:40:12|Banana Republic|M|Tan Slacks for Serious Press Conference|Men's Bottoms|138.95|FullRetail|Dulles Town Center|VA
S0FZK06|IW373|61-852-890|#9112|InStore|2020-01-24 21:43:01|Banana Republic|L|(Marginal) Utility Belt|Accessories|4.97|FinalSale|Tysons Corner Center|VA
S0FZK06|IW373|97-602-297|#9112|InStore|2020-01-24 21:43:01|Banana Republic|L|Tan Suit Jacket for Casual Press Conference|Men's Tops|97.99|Clearance|Tysons Corner Center|VA
1FS7Z0D|AI975|10-966-490|#5627|HomeDelivery|2020-01-08 16:08:14|Banana Republic|L|Tan Slacks for Serious Press Conference|Men's Bottoms|138.99|Clearance|Short Pump Town Center|VA
1FS7Z0D|AI975|79-411-382|#5627|HomeDelivery|2020-01-08 16:08:14|Banana Republic|L|Beautiful Mind Tweed Jacket with Shoulder Pads|Men's Tops|73.99|Clearance|Short Pump Town Center|VA
813D939|OA609|24-868-681|#1812|InStore|2020-02-28 13:57:54|Gap|M|The Conjuring Graphic Tee Collection|Kids Tops|9.95|FullRetail|Williamsburg Premium Outlets|VA
813D939|OA609|65-100-438|#1812|InStore|2020-02-28 13:57:54|Gap|M|N-A-P Logo Branded Sweater|Kids Tops|55.95|FullRetail|Williamsburg Premium Outlets|VA
813D939|OA609|45-570-528|#1812|InStore|2020-02-28 13:57:54|Gap|M|That-Hoodie-You'll-Wear-to-Every-Class Sweater|Men's Tops|49.97|FinalSale|Williamsburg Premium Outlets|VA
813D939|OA609|47-230-154|#1812|InStore|2020-02-28 13:57:54|Gap|M|SpaceX Branded Socks, by NASA™|Kids Tops|5.95|FullRetail|Williamsburg Premium Outlets|VA
Z5C92DD|AT110|29-948-151|#6042|InStore|2020-03-29 02:28:01|Banana Republic|S|Sun.png Summer Collection Sundress|Women's Tops|49.95|FullRetail|MacArthur Center|VA
Z5C92DD|AT110|31-880-165|#6042|InStore|2020-03-29 02:28:01|Banana Republic|S|Edgar Allen Poe's Snotty Hankerchief|Accessories|6.95|FullRetail|MacArthur Center|VA
Z5C92DD|AT110|93-552-710|#6042|InStore|2020-03-29 02:28:01|Banana Republic|S|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|109.95|FullRetail|MacArthur Center|VA
0F17CSQ|BM678|45-570-528|#8803|HomeDelivery|2020-03-05 14:28:30|Gap|S|That-Hoodie-You'll-Wear-to-Every-Class Sweater|Men's Tops|49.99|Clearance|Stony Point Fashion Park|VA
3KTKKQ2|HH775|93-552-710|#6569|InStore|2020-01-29 11:49:51|Banana Republic|L|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|109.95|FullRetail|Barracks Road Shopping Center|VA
3KTKKQ2|HH775|97-602-297|#6569|InStore|2020-01-29 11:49:51|Banana Republic|L|Tan Suit Jacket for Casual Press Conference|Men's Tops|97.99|Clearance|Barracks Road Shopping Center|VA
0T28D27|UW814|55-469-816|#5627|StorePickup|2020-01-18 17:30:03|Banana Republic|L|Let's-Wear-White-After-Labor-Day 3/4 Sleeve Blazer|Women's Tops|109.99|Clearance|Short Pump Town Center|VA
0T28D27|UW814|93-552-710|#5627|StorePickup|2020-01-18 17:30:03|Banana Republic|L|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|109.97|FinalSale|Short Pump Town Center|VA
0T28D27|UW814|10-966-490|#5627|StorePickup|2020-01-18 17:30:03|Banana Republic|L|Tan Slacks for Serious Press Conference|Men's Bottoms|138.97|FinalSale|Short Pump Town Center|VA
399F4Q9|RN689|77-870-213|#4479|InStore|2020-03-05 08:17:25|Banana Republic|XL|White Camisole with Regina George Cutouts|Women's Tops|53.95|FullRetail|Williamsburg Premium Outlets|VA
CZ2KR5Q|DL383|43-105-886|#4291|InStore|2020-01-09 23:23:34|Banana Republic|S|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|9.95|FullRetail|Potomac Mills|VA
CZ2KR5Q|DL383|29-948-151|#4291|InStore|2020-01-09 23:23:34|Banana Republic|S|Sun.png Summer Collection Sundress|Women's Tops|49.99|Clearance|Potomac Mills|VA
ZC1DC60|EY562|10-966-490|#4291|StorePickup|2020-01-26 13:36:51|Banana Republic|S|Tan Slacks for Serious Press Conference|Men's Bottoms|138.97|FinalSale|Potomac Mills|VA
ZC1DC60|EY562|37-327-246|#4291|StorePickup|2020-01-26 13:36:51|Banana Republic|S|Father's Day Dark Dress Socks|Accessories|3.99|Clearance|Potomac Mills|VA
ZW53TTD|KD669|55-469-816|#9112|HomeDelivery|2020-01-10 14:56:06|Banana Republic|M|Let's-Wear-White-After-Labor-Day 3/4 Sleeve Blazer|Women's Tops|109.99|Clearance|Tysons Corner Center|VA
FFSKK02|BL151|93-552-710|#6569|InStore|2020-03-06 15:06:56|Banana Republic|M|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|109.95|FullRetail|Barracks Road Shopping Center|VA
9ZS1ZRT|ZA192|64-360-768|#9981|InStore|2020-01-28 22:34:32|Gap|XS|Lightly Used Boxer Briefs|Accessories|9.95|FullRetail|Tysons Corner Center|VA
9ZS1ZRT|ZA192|75-833-369|#9981|InStore|2020-01-28 22:34:32|Gap|XS|Checkered Cloth Mask with Drinking Straw Hole|Accessories|7.95|FullRetail|Tysons Corner Center|VA
FSDZZWZ|ZO515|29-948-151|#4291|HomeDelivery|2020-03-23 16:00:10|Banana Republic|S|Sun.png Summer Collection Sundress|Women's Tops|49.95|FullRetail|Potomac Mills|VA
CK922SF|VH672|97-602-297|#9612|InStore|2020-01-08 03:04:43|Banana Republic|S|Tan Suit Jacket for Casual Press Conference|Men's Tops|97.95|FullRetail|Leesburg Premium Outlets|VA
91RF0FK|NJ832|77-870-213|#9543|HomeDelivery|2020-01-29 23:20:55|Banana Republic|XS|White Camisole with Regina George Cutouts|Women's Tops|53.95|FullRetail|Fair Oaks Mall|VA
D45ZQ4T|IC332|29-948-151|#4291|StorePickup|2020-03-14 03:55:35|Banana Republic|M|Sun.png Summer Collection Sundress|Women's Tops|49.99|Clearance|Potomac Mills|VA
Q4F7SR4|II694|29-761-664|#5101|InStore|2020-01-07 11:23:03|Gap|M|Dishwasher-Safe Jean Shorts|Denim Shop|41.99|Clearance|Leesburg Premium Outlets|VA
Q4F7SR4|II694|77-682-180|#5101|InStore|2020-01-07 11:23:03|Gap|M|I'm A Potato Graphic Crop Tee|Women's Tops|11.99|Clearance|Leesburg Premium Outlets|VA
TF0K5R3|QK210|64-654-502|#1047|InStore|2020-02-20 11:27:30|Banana Republic|XS|Plain White T's Designer Graphic Tees|Women's Tops|32.95|FullRetail|Fashion Centre at Pentagon City|VA
28F8QFZ|BV641|76-558-812|#4291|StorePickup|2020-02-06 07:54:37|Banana Republic|M|Yes-I-am-Experiencing-Menopause-Thank-You-for-Asking White Linen Chinos|Women's Bottoms|34.95|FullRetail|Potomac Mills|VA
28F8QFZ|BV641|00-893-818|#4291|StorePickup|2020-02-06 07:54:37|Banana Republic|M|Beach Week Linen Button Down, Off-White|Men's Tops|64.99|Clearance|Potomac Mills|VA
28F8QFZ|BV641|93-552-710|#4291|StorePickup|2020-02-06 07:54:37|Banana Republic|M|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|109.95|FullRetail|Potomac Mills|VA
16F5ZZ3|PT931|79-411-382|#7038|InStore|2020-01-17 06:13:29|Banana Republic|M|Beautiful Mind Tweed Jacket with Shoulder Pads|Men's Tops|73.95|FullRetail|Norfolk Premium Outlets|VA
16F5ZZ3|PT931|64-654-502|#7038|InStore|2020-01-17 06:13:29|Banana Republic|M|Plain White T's Designer Graphic Tees|Women's Tops|32.99|Clearance|Norfolk Premium Outlets|VA
S134TKS|PB538|93-552-710|#9543|InStore|2020-01-15 03:48:17|Banana Republic|M|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|109.95|FullRetail|Fair Oaks Mall|VA
F34CF07|OR492|97-602-297|#9612|HomeDelivery|2020-02-29 17:51:34|Banana Republic|S|Tan Suit Jacket for Casual Press Conference|Men's Tops|97.95|FullRetail|Leesburg Premium Outlets|VA
S7QTZ43|SM246|29-948-151|#4291|InStore|2020-02-21 13:18:01|Banana Republic|M|Sun.png Summer Collection Sundress|Women's Tops|49.99|Clearance|Potomac Mills|VA
3D67FFC|SR908|91-951-829|#9837|InStore|2020-03-28 17:59:24|Gap|XL|Wrinkled Gray Sweatpants for Work-From-Home|Men's Bottoms|8.95|FullRetail|Potomac Mills|VA
3D67FFC|SR908|45-570-528|#9837|InStore|2020-03-28 17:59:24|Gap|XL|That-Hoodie-You'll-Wear-to-Every-Class Sweater|Men's Tops|49.95|FullRetail|Potomac Mills|VA
WKSQRTF|XS458|08-230-912|#9543|InStore|2020-03-23 20:19:51|Banana Republic|XS|Scratchy Woolen Socks|Accessories|7.95|FullRetail|Fair Oaks Mall|VA
3SFZ642|AL128|97-602-297|#7038|InStore|2020-03-30 18:17:23|Banana Republic|XL|Tan Suit Jacket for Casual Press Conference|Men's Tops|97.99|Clearance|Norfolk Premium Outlets|VA
092FF8K|AJ381|55-469-816|#4291|HomeDelivery|2020-03-27 11:56:35|Banana Republic|S|Let's-Wear-White-After-Labor-Day 3/4 Sleeve Blazer|Women's Tops|109.99|Clearance|Potomac Mills|VA
8R6758D|LS178|77-870-213|#7038|InStore|2020-02-21 12:28:31|Banana Republic|S|White Camisole with Regina George Cutouts|Women's Tops|53.95|FullRetail|Norfolk Premium Outlets|VA
Q7T65ZF|EF829|43-105-886|#8271|InStore|2020-03-30 08:36:20|Banana Republic|S|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|9.95|FullRetail|Reston Town Center|VA
SQQT7Z0|EE272|10-966-490|#8271|InStore|2020-01-30 06:43:17|Banana Republic|XL|Tan Slacks for Serious Press Conference|Men's Bottoms|138.95|FullRetail|Reston Town Center|VA
DZS8Z63|NY233|29-948-151|#9543|HomeDelivery|2020-01-26 17:41:02|Banana Republic|XL|Sun.png Summer Collection Sundress|Women's Tops|49.95|FullRetail|Fair Oaks Mall|VA
DZS8Z63|NY233|10-966-490|#9543|HomeDelivery|2020-01-26 17:41:02|Banana Republic|XL|Tan Slacks for Serious Press Conference|Men's Bottoms|138.99|Clearance|Fair Oaks Mall|VA
RF30KS6|JF944|43-780-794|#9837|HomeDelivery|2020-03-15 21:50:27|Gap|L|Blue Light Blocker Monocle|Accessories|19.95|FullRetail|Potomac Mills|VA
3R5CWDC|CJ310|29-761-664|#5101|InStore|2020-02-26 01:15:40|Gap|XL|Dishwasher-Safe Jean Shorts|Denim Shop|41.97|FinalSale|Leesburg Premium Outlets|VA
S6Z5S7K|JB563|95-782-461|#9543|InStore|2020-01-28 05:26:40|Banana Republic|S|Mr. Peanut-Style Top Hat (#RIP)|Accessories|12.95|FullRetail|Fair Oaks Mall|VA
S6Z5S7K|JB563|43-105-886|#9543|InStore|2020-01-28 05:26:40|Banana Republic|S|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|9.95|FullRetail|Fair Oaks Mall|VA
S6Z5S7K|JB563|76-558-812|#9543|InStore|2020-01-28 05:26:40|Banana Republic|S|Yes-I-am-Experiencing-Menopause-Thank-You-for-Asking White Linen Chinos|Women's Bottoms|34.95|FullRetail|Fair Oaks Mall|VA
8Z49668|ZD227|61-852-890|#9543|HomeDelivery|2020-03-18 14:27:01|Banana Republic|S|(Marginal) Utility Belt|Accessories|4.95|FullRetail|Fair Oaks Mall|VA
08F7F08|CM677|55-469-816|#6658|InStore|2020-01-20 01:05:21|Banana Republic|XS|Let's-Wear-White-After-Labor-Day 3/4 Sleeve Blazer|Women's Tops|109.95|FullRetail|Stony Point Fashion Park|VA
KSRTS0W|FX363|64-654-502|#9112|HomeDelivery|2020-01-23 12:08:53|Banana Republic|XL|Plain White T's Designer Graphic Tees|Women's Tops|32.95|FullRetail|Tysons Corner Center|VA
Q83593R|WI163|04-992-436|#5627|InStore|2020-02-06 13:49:39|Banana Republic|S|Iota Delta Kappa Olive Chinos|Men's Bottoms|39.95|FullRetail|Short Pump Town Center|VA
Q83593R|WI163|93-552-710|#5627|InStore|2020-02-06 13:49:39|Banana Republic|S|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|109.95|FullRetail|Short Pump Town Center|VA
K1FCRCR|HH775|43-105-886|#5627|InStore|2020-02-14 11:22:20|Banana Republic|L|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|9.95|FullRetail|Short Pump Town Center|VA
2Z8DD3S|YO611|77-374-679|#9981|StorePickup|2020-02-29 08:31:15|Gap|XS|Baby Shoes, Never Worn |Accessories|10.95|FullRetail|Tysons Corner Center|VA
QR4F54R|SL898|43-105-886|#6569|HomeDelivery|2020-02-10 21:33:40|Banana Republic|S|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|9.99|Clearance|Barracks Road Shopping Center|VA
9D37F9C|OC614|55-469-816|#6569|HomeDelivery|2020-01-23 10:16:47|Banana Republic|L|Let's-Wear-White-After-Labor-Day 3/4 Sleeve Blazer|Women's Tops|109.95|FullRetail|Barracks Road Shopping Center|VA
3TF9WRW|SV482|04-992-436|#9033|HomeDelivery|2020-01-28 15:46:24|Banana Republic|L|Iota Delta Kappa Olive Chinos|Men's Bottoms|39.95|FullRetail|Dulles Town Center|VA
9FS240F|NH652|37-327-246|#9543|InStore|2020-02-23 17:03:19|Banana Republic|M|Father's Day Dark Dress Socks|Accessories|3.99|Clearance|Fair Oaks Mall|VA
9FS240F|NH652|97-602-297|#9543|InStore|2020-02-23 17:03:19|Banana Republic|M|Tan Suit Jacket for Casual Press Conference|Men's Tops|97.99|Clearance|Fair Oaks Mall|VA
1910RRQ|RY690|04-992-436|#8271|HomeDelivery|2020-01-06 00:44:14|Banana Republic|S|Iota Delta Kappa Olive Chinos|Men's Bottoms|39.95|FullRetail|Reston Town Center|VA
1910RRQ|RY690|93-552-710|#8271|HomeDelivery|2020-01-06 00:44:14|Banana Republic|S|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|109.99|Clearance|Reston Town Center|VA
RQSR84S|IC332|47-230-154|#9981|InStore|2020-02-14 17:49:31|Gap|M|SpaceX Branded Socks, by NASA™|Kids Tops|5.95|FullRetail|Tysons Corner Center|VA
RQSR84S|IC332|43-780-794|#9981|InStore|2020-02-14 17:49:31|Gap|M|Blue Light Blocker Monocle|Accessories|19.99|Clearance|Tysons Corner Center|VA
RQSR84S|IC332|22-487-163|#9981|InStore|2020-02-14 17:49:31|Gap|M|Tobey Maguire Spiderman Graphic Tee|Kids Tops|4.95|FullRetail|Tysons Corner Center|VA
RQSR84S|IC332|24-868-681|#9981|InStore|2020-02-14 17:49:31|Gap|M|The Conjuring Graphic Tee Collection|Kids Tops|9.95|FullRetail|Tysons Corner Center|VA
RQSR84S|IC332|52-602-718|#9981|InStore|2020-02-14 17:49:31|Gap|M|My roommate looked good in this Denim Jacket|Denim Shop|30.99|Clearance|Tysons Corner Center|VA
Z2W57ZQ|EX204|47-230-154|#6802|InStore|2020-01-28 04:05:04|Gap|M|SpaceX Branded Socks, by NASA™|Kids Tops|5.97|FinalSale|Fashion Centre at Pentagon City|VA
7DZ37D0|WF289|82-161-128|#8271|InStore|2020-01-25 15:59:54|Banana Republic|M|Mullet-Cut Midi Fur Skirt|Women's Bottoms|88.99|Clearance|Reston Town Center|VA
74Q0807|IH509|04-992-436|#9612|InStore|2020-01-25 06:23:58|Banana Republic|M|Iota Delta Kappa Olive Chinos|Men's Bottoms|39.95|FullRetail|Leesburg Premium Outlets|VA
K7W4Z7C|OQ100|64-654-502|#4479|HomeDelivery|2020-03-14 18:29:49|Banana Republic|L|Plain White T's Designer Graphic Tees|Women's Tops|32.99|Clearance|Williamsburg Premium Outlets|VA
K7W4Z7C|OQ100|76-558-812|#4479|HomeDelivery|2020-03-14 18:29:49|Banana Republic|L|Yes-I-am-Experiencing-Menopause-Thank-You-for-Asking White Linen Chinos|Women's Bottoms|34.99|Clearance|Williamsburg Premium Outlets|VA
F7S71CZ|PH874|47-230-154|#8425|HomeDelivery|2020-01-10 16:16:37|Gap|M|SpaceX Branded Socks, by NASA™|Kids Tops|5.99|Clearance|Dulles Town Center|VA
F7S71CZ|PH874|75-833-369|#8425|HomeDelivery|2020-01-10 16:16:37|Gap|M|Checkered Cloth Mask with Drinking Straw Hole|Accessories|7.99|Clearance|Dulles Town Center|VA
W0R2D97|DZ639|64-692-585|#9837|StorePickup|2020-03-24 02:39:18|Gap|S|Mom-Bought-Me-These Brown Slacks|Kids Bottoms|49.99|Clearance|Potomac Mills|VA
W0R2D97|DZ639|50-500-575|#9837|StorePickup|2020-03-24 02:39:18|Gap|S|Old inventory we couldn't sell StretchFit Leggings|Women's Bottoms|36.99|Clearance|Potomac Mills|VA
9R5W63C|KB357|60-444-763|#8289|InStore|2020-02-08 16:28:49|Gap|S|Human Rights (except for the children who make our clothing) Graphic Tee|Kids Tops|16.97|FinalSale|Fair Oaks Mall|VA
9R5W63C|KB357|75-833-369|#8289|InStore|2020-02-08 16:28:49|Gap|S|Checkered Cloth Mask with Drinking Straw Hole|Accessories|7.95|FullRetail|Fair Oaks Mall|VA
74QSW6K|QS708|04-992-436|#4291|StorePickup|2020-03-11 17:23:42|Banana Republic|L|Iota Delta Kappa Olive Chinos|Men's Bottoms|39.95|FullRetail|Potomac Mills|VA
1RSW36Q|CN471|29-948-151|#1047|HomeDelivery|2020-03-16 13:08:57|Banana Republic|M|Sun.png Summer Collection Sundress|Women's Tops|49.95|FullRetail|Fashion Centre at Pentagon City|VA
F9Z212R|BU866|91-951-829|#6802|InStore|2020-03-23 14:14:14|Gap|L|Wrinkled Gray Sweatpants for Work-From-Home|Men's Bottoms|8.95|FullRetail|Fashion Centre at Pentagon City|VA
3RC8SQ8|SM348|65-100-438|#5101|InStore|2020-02-28 08:46:18|Gap|L|N-A-P Logo Branded Sweater|Kids Tops|55.95|FullRetail|Leesburg Premium Outlets|VA
3RC8SQ8|SM348|50-500-575|#5101|InStore|2020-02-28 08:46:18|Gap|L|Old inventory we couldn't sell StretchFit Leggings|Women's Bottoms|36.95|FullRetail|Leesburg Premium Outlets|VA
3RC8SQ8|SM348|91-951-829|#5101|InStore|2020-02-28 08:46:18|Gap|L|Wrinkled Gray Sweatpants for Work-From-Home|Men's Bottoms|8.95|FullRetail|Leesburg Premium Outlets|VA
3RC8SQ8|SM348|75-833-369|#5101|InStore|2020-02-28 08:46:18|Gap|L|Checkered Cloth Mask with Drinking Straw Hole|Accessories|7.95|FullRetail|Leesburg Premium Outlets|VA
3RC8SQ8|SM348|57-583-745|#5101|InStore|2020-02-28 08:46:18|Gap|L|Super Skinny Fit with GapFlex Max Jeans|Denim Shop|37.95|FullRetail|Leesburg Premium Outlets|VA
3RC8SQ8|SM348|43-780-794|#5101|InStore|2020-02-28 08:46:18|Gap|L|Blue Light Blocker Monocle|Accessories|19.99|Clearance|Leesburg Premium Outlets|VA
S4KF5R9|JV433|22-487-163|#9981|InStore|2020-03-17 13:53:09|Gap|XS|Tobey Maguire Spiderman Graphic Tee|Kids Tops|4.99|Clearance|Tysons Corner Center|VA
S4KF5R9|JV433|10-113-846|#9981|InStore|2020-03-17 13:53:09|Gap|XS|My Wife Borat Graphic Tee|Men's Tops|50.99|Clearance|Tysons Corner Center|VA
TK5TS57|MP358|54-133-899|#1047|HomeDelivery|2020-02-13 23:32:49|Banana Republic|L|Wireframe Glasses, Without plastic lenses|Accessories|4.97|FinalSale|Fashion Centre at Pentagon City|VA
TK5TS57|MP358|43-105-886|#1047|HomeDelivery|2020-02-13 23:32:49|Banana Republic|L|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|9.99|Clearance|Fashion Centre at Pentagon City|VA
92829TF|MY678|26-434-264|#9981|InStore|2020-03-15 07:47:23|Gap|S|Bootleg Boot Cut |Denim Shop|39.95|FullRetail|Tysons Corner Center|VA
92829TF|MY678|75-833-369|#9981|InStore|2020-03-15 07:47:23|Gap|S|Checkered Cloth Mask with Drinking Straw Hole|Accessories|7.99|Clearance|Tysons Corner Center|VA
92829TF|MY678|57-583-745|#9981|InStore|2020-03-15 07:47:23|Gap|S|Super Skinny Fit with GapFlex Max Jeans|Denim Shop|37.99|Clearance|Tysons Corner Center|VA
R0RCC8Z|WN614|66-878-360|#8425|InStore|2020-01-27 02:59:46|Gap|M|Rainbow Collection Camouflage Camisole Top|Women's Tops|6.95|FullRetail|Dulles Town Center|VA
R0RCC8Z|WN614|64-692-585|#8425|InStore|2020-01-27 02:59:46|Gap|M|Mom-Bought-Me-These Brown Slacks|Kids Bottoms|49.99|Clearance|Dulles Town Center|VA
4ZW1W9Q|TY469|93-552-710|#9612|HomeDelivery|2020-02-10 11:29:22|Banana Republic|XS|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|109.95|FullRetail|Leesburg Premium Outlets|VA
TZZK9FT|ZK747|43-780-794|#9367|InStore|2020-01-17 03:13:18|Gap|S|Blue Light Blocker Monocle|Accessories|19.99|Clearance|Short Pump Town Center|VA
TZZK9FT|ZK747|77-374-679|#9367|InStore|2020-01-17 03:13:18|Gap|S|Baby Shoes, Never Worn |Accessories|10.99|Clearance|Short Pump Town Center|VA
S2W99QT|OA171|65-100-438|#7104|InStore|2020-02-06 02:47:41|Gap|XS|N-A-P Logo Branded Sweater|Kids Tops|55.95|FullRetail|Norfolk Premium Outlets|VA
15C1ZKT|LP515|29-948-151|#9543|InStore|2020-02-03 19:59:13|Banana Republic|XL|Sun.png Summer Collection Sundress|Women's Tops|49.95|FullRetail|Fair Oaks Mall|VA
C54CZQ8|CW941|43-105-886|#9112|HomeDelivery|2020-03-02 00:03:00|Banana Republic|S|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|9.95|FullRetail|Tysons Corner Center|VA
772RFD9|BB977|77-374-679|#7104|StorePickup|2020-03-10 05:03:26|Gap|L|Baby Shoes, Never Worn |Accessories|10.95|FullRetail|Norfolk Premium Outlets|VA
772RFD9|BB977|43-780-794|#7104|StorePickup|2020-03-10 05:03:26|Gap|L|Blue Light Blocker Monocle|Accessories|19.99|Clearance|Norfolk Premium Outlets|VA
772RFD9|BB977|91-951-829|#7104|StorePickup|2020-03-10 05:03:26|Gap|L|Wrinkled Gray Sweatpants for Work-From-Home|Men's Bottoms|8.99|Clearance|Norfolk Premium Outlets|VA
45T8W0D|WD543|64-654-502|#9112|InStore|2020-03-11 01:02:54|Banana Republic|S|Plain White T's Designer Graphic Tees|Women's Tops|32.99|Clearance|Tysons Corner Center|VA
8Q6DFRC|BY621|00-893-818|#9112|InStore|2020-02-08 18:12:52|Banana Republic|M|Beach Week Linen Button Down, Off-White|Men's Tops|64.95|FullRetail|Tysons Corner Center|VA
8Q6DFRC|BY621|10-966-490|#9112|InStore|2020-02-08 18:12:52|Banana Republic|M|Tan Slacks for Serious Press Conference|Men's Bottoms|138.99|Clearance|Tysons Corner Center|VA
8Q6DFRC|BY621|31-880-165|#9112|InStore|2020-02-08 18:12:52|Banana Republic|M|Edgar Allen Poe's Snotty Hankerchief|Accessories|6.95|FullRetail|Tysons Corner Center|VA
C3ZZC15|KU695|52-602-718|#8425|StorePickup|2020-02-14 02:01:02|Gap|XL|My roommate looked good in this Denim Jacket|Denim Shop|30.99|Clearance|Dulles Town Center|VA
C3ZZC15|KU695|43-780-794|#8425|StorePickup|2020-02-14 02:01:02|Gap|XL|Blue Light Blocker Monocle|Accessories|19.95|FullRetail|Dulles Town Center|VA
T9DDSF1|PL167|55-469-816|#5627|InStore|2020-03-27 19:29:06|Banana Republic|L|Let's-Wear-White-After-Labor-Day 3/4 Sleeve Blazer|Women's Tops|109.97|FinalSale|Short Pump Town Center|VA
62WS7Z1|UU152|55-469-816|#6042|InStore|2020-02-15 08:49:39|Banana Republic|L|Let's-Wear-White-After-Labor-Day 3/4 Sleeve Blazer|Women's Tops|109.99|Clearance|MacArthur Center|VA
62WS7Z1|UU152|10-966-490|#6042|InStore|2020-02-15 08:49:39|Banana Republic|L|Tan Slacks for Serious Press Conference|Men's Bottoms|138.95|FullRetail|MacArthur Center|VA
D0Q57DC|LY672|57-583-745|#8425|InStore|2020-02-17 13:47:43|Gap|M|Super Skinny Fit with GapFlex Max Jeans|Denim Shop|37.95|FullRetail|Dulles Town Center|VA
ZK1R195|BP332|29-948-151|#9543|StorePickup|2020-03-09 09:42:42|Banana Republic|M|Sun.png Summer Collection Sundress|Women's Tops|49.95|FullRetail|Fair Oaks Mall|VA
QWZZ8ZD|CD992|64-654-502|#4291|InStore|2020-03-12 21:13:42|Banana Republic|M|Plain White T's Designer Graphic Tees|Women's Tops|32.95|FullRetail|Potomac Mills|VA
5WRC85Z|VR827|60-444-763|#8289|InStore|2020-03-23 00:21:25|Gap|S|Human Rights (except for the children who make our clothing) Graphic Tee|Kids Tops|16.99|Clearance|Fair Oaks Mall|VA
0CQRRDZ|ES510|29-948-151|#6569|HomeDelivery|2020-03-10 23:26:20|Banana Republic|M|Sun.png Summer Collection Sundress|Women's Tops|49.97|FinalSale|Barracks Road Shopping Center|VA
2RR24KR|SM737|60-444-763|#1812|InStore|2020-02-06 21:39:50|Gap|M|Human Rights (except for the children who make our clothing) Graphic Tee|Kids Tops|16.99|Clearance|Williamsburg Premium Outlets|VA
2RR24KR|SM737|43-780-794|#1812|InStore|2020-02-06 21:39:50|Gap|M|Blue Light Blocker Monocle|Accessories|19.95|FullRetail|Williamsburg Premium Outlets|VA
2RR24KR|SM737|66-878-360|#1812|InStore|2020-02-06 21:39:50|Gap|M|Rainbow Collection Camouflage Camisole Top|Women's Tops|6.95|FullRetail|Williamsburg Premium Outlets|VA
2RR24KR|SM737|75-833-369|#1812|InStore|2020-02-06 21:39:50|Gap|M|Checkered Cloth Mask with Drinking Straw Hole|Accessories|7.95|FullRetail|Williamsburg Premium Outlets|VA
Z07DZ0R|MP358|82-161-128|#6569|InStore|2020-03-27 01:43:31|Banana Republic|L|Mullet-Cut Midi Fur Skirt|Women's Bottoms|88.99|Clearance|Barracks Road Shopping Center|VA
KC3SRCS|DN845|93-552-710|#8271|HomeDelivery|2020-02-25 10:34:01|Banana Republic|L|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|109.95|FullRetail|Reston Town Center|VA
